0.422224	0.133948
0.761231	0.568115
0.117430	1.470724
0.738343	0.327818
0.125315	0.844234
1.494117	0.200390
0.870153	0.026557
1.533042	0.729538
0.157884	0.198748
0.207320	0.383045
0.970743	0.739638
0.423892	0.109028
0.885007	0.154069
0.741254	0.947508
0.905412	0.025253
1.104281	0.465677
1.186637	0.112057
1.023274	0.566782
1.372792	0.198015
1.417937	1.169597
0.925555	1.329743
1.521114	0.701982
1.508751	1.202567
0.213464	0.577306
0.710643	0.257921
0.611254	0.171498
1.263614	0.556475
1.114695	1.094096
1.180889	1.008515
1.173597	1.242896
0.006744	1.492751
0.770121	1.043653
0.885843	1.414069
0.898340	0.213783
0.728467	0.225549
0.898104	0.307439
0.810435	0.364244
0.823243	1.233842
1.002378	1.338124
1.385306	0.099890
1.476799	0.569887
1.215219	0.420461
0.514792	1.205089
1.310826	1.276257
1.535343	1.389855
0.020804	1.408840
0.009507	0.609199
1.502142	1.518961
1.231112	1.441161
0.485770	1.522189
1.432797	1.372327
0.617499	1.183797
0.430491	1.377289
0.107417	0.033463
0.571146	0.420270
0.773269	1.402670
0.688212	0.806587
1.014896	1.348776
0.521190	0.622038
1.501067	1.052370
1.292848	0.540890
0.540189	1.247696
1.180866	0.770122
0.643365	0.489749
0.109955	0.351546
1.193685	0.539934
0.439466	1.302589
0.683506	0.208034
0.461543	0.388476
0.816878	0.156710
0.118041	0.484120
0.625183	0.008492
1.013947	1.507531
1.245116	0.341115
1.501785	0.521069
0.103982	1.462460
0.300658	0.717254
0.634825	0.618459
0.894236	0.439409
1.507234	0.968705
0.713417	1.237853
1.077116	1.246509
1.016628	0.141743
1.358237	1.067001
1.464696	0.838202
0.430007	1.494745
1.514045	0.348981
1.316076	0.622135
0.541105	0.101248
1.093599	0.836510
1.158360	0.936321
0.487810	1.086898
0.768808	0.054629
0.213916	0.061687
0.929805	0.229922
0.954163	0.297855
1.525824	0.371362
0.796197	1.346691
0.372749	0.745145
1.069015	0.858123
